Country,POP,Incomegroup,Gini
France,65.807241,High income: OECD,30.1
Germany,77.570009,High income: OECD,30.1
Germany,81.809438,High income: OECD,30.1
Germany,,High income: OECD,30.1
Iceland,0.310033,High income: OECD,30.1
Sweden,8.326196,High income: OECD,30.1
United Kingdom,56.649375,High income: OECD,30.1
Georgia,5.398106,Lower middle income,30.1
India,495.012288,Lower middle income,30.1
Azerbaijan,8.117742,Upper middle income,30.1
China,1114.162025,Upper middle income,30.1
Indonesia,232.29683,Lower middle income,30.11
Germany,80.424665,High income: OECD,30.13
India,817.232241,Lower middle income,30.13
Kyrgyzstan,5.464567,Lower middle income,30.13
Kyrgyzstan,4.998286,Lower middle income,30.16
Hungary,10.095964,High income: OECD,30.19
Croatia,4.255853,High income: non-OECD,30.2
Taiwan,20.503568,High income: non-OECD,30.2
Australia,15.791043,High income: OECD,30.2
Australia,16.849253,High income: OECD,30.2
Australia,18.12477,High income: OECD,30.2
Canada,29.871092,High income: OECD,30.2
Finland,5.200632,High income: OECD,30.2
Germany,80.665906,High income: OECD,30.2
Ireland,4.388612,High income: OECD,30.2
Ireland,4.652714,High income: OECD,30.2
Japan,127.3179,High income: OECD,30.2
Poland,38.599825,High income: OECD,30.2
Slovenia,2.030599,High income: OECD,30.2
Spain,43.854761,High income: OECD,30.2
Sweden,8.12156,High income: OECD,30.2
United Kingdom,63.955654,High income: OECD,30.2
Armenia,2.988117,Lower middle income,30.2
India,799.607235,Lower middle income,30.2
India,942.604211,Lower middle income,30.2
Pakistan,55.067366,Lower middle income,30.2
Pakistan,116.579605,Lower middle income,30.2
Romania,22.804526,Upper middle income,30.2
Romania,20.979708,Upper middle income,30.21
Montenegro,0.616389,Upper middle income,30.22
Romania,21.851988,Upper middle income,30.23
Austria,8.391986,High income: OECD,30.25
Iceland,0.300887,High income: OECD,30.25
Luxembourg,0.451826,High income: OECD,30.25
Cyprus,0.73854,High income: non-OECD,30.26
Mongolia,2.355588,Upper middle income,30.27
Taiwan,19.839704,High income: non-OECD,30.3
Taiwan,20.055492,High income: non-OECD,30.3
Australia,8.427065,High income: OECD,30.3
Australia,11.660398,High income: OECD,30.3
Australia,18.709175,High income: OECD,30.3
Finland,5.2138,High income: OECD,30.3
France,64.876959,High income: OECD,30.3
Germany,78.732884,High income: OECD,30.3
Hungary,10.141471,High income: OECD,30.3
Japan,125.048424,High income: OECD,30.3
Slovenia,1.990924,High income: OECD,30.3
Spain,42.475265,High income: OECD,30.3
Bangladesh,100.779551,Lower middle income,30.3
Kyrgyzstan,5.027919,Lower middle income,30.3
Pakistan,56.559367,Lower middle income,30.3
Gabon,0.678786,Upper middle income,30.3
Kosovo,,Lower middle income,30.32
Belarus,9.825802,Upper middle income,30.34
Netherlands,16.463031,High income: OECD,30.35
Pakistan,141.282077,Lower middle income,30.37
Australia,9.90022,High income: OECD,30.4
Australia,18.709175,High income: OECD,30.4
Belgium,10.130251,High income: OECD,30.4
Finland,5.188446,High income: OECD,30.4
Germany,80.675999,High income: OECD,30.4
Germany,81.993831,High income: OECD,30.4
Germany,80.854515,High income: OECD,30.4
Hungary,10.364661,High income: OECD,30.4
Israel,3.671264,High income: OECD,30.4
Italy,56.997093,High income: OECD,30.4
Japan,119.988663,High income: OECD,30.4
"Korea, Republic of",31.437141,High income: OECD,30.4
Luxembourg,0.544885,High income: OECD,30.4
Poland,38.551489,High income: OECD,30.4
Poland,38.594217,High income: OECD,30.4
Spain,39.192055,High income: OECD,30.4
Switzerland,7.560141,High income: OECD,30.4
United Kingdom,56.220089,High income: OECD,30.4
United Kingdom,56.519444,High income: OECD,30.4
United Kingdom,56.519444,High income: OECD,30.4
India,553.943226,Lower middle income,30.4
Pakistan,56.559367,Lower middle income,30.4
Uzbekistan,20.03327,Lower middle income,30.4
Romania,22.633398,Upper middle income,30.4
Tajikistan,8.111894,Lower middle income,30.41
Austria,8.331465,High income: OECD,30.45
India,1126.419321,Lower middle income,30.45
Romania,21.205977,Upper middle income,30.46
Austria,8.455477,High income: OECD,30.48
Armenia,2.978339,Lower middle income,30.48
Montenegro,0.61974,Upper middle income,30.49
Taiwan,12.137143,High income: non-OECD,30.5
Taiwan,22.729753,High income: non-OECD,30.5
Australia,11.435046,High income: OECD,30.5
Finland,4.738949,High income: OECD,30.5
France,65.508241,High income: OECD,30.5
Germany,80.675999,High income: OECD,30.5
Germany,81.870772,High income: OECD,30.5
Hungary,10.364661,High income: OECD,30.5
Israel,4.806983,High income: OECD,30.5
Israel,4.806983,High income: OECD,30.5
"Korea, Republic of",30.06912,High income: OECD,30.5
Norway,3.875719,High income: OECD,30.5
Norway,4.069626,High income: OECD,30.5
Poland,38.515359,High income: OECD,30.5
Poland,38.525752,High income: OECD,30.5
Poland,38.574682,High income: OECD,30.5
Slovenia,1.988527,High income: OECD,30.5
Slovenia,1.988304,High income: OECD,30.5
Ethiopia,89.858696,Low income,30.5
India,517.637103,Lower middle income,30.5
India,852.73616,Lower middle income,30.5
China,685.9748,Upper middle income,30.5
Romania,22.804526,Upper middle income,30.5
Romania,22.633398,Upper middle income,30.5
Soviet Union,,,30.5
Yugoslavia,,,30.5
Tajikistan,7.930929,Lower middle income,30.52
Hungary,9.958334,High income: OECD,30.55
China,1154.605773,Upper middle income,30.57
Austria,8.30129,High income: OECD,30.58
Belarus,9.891535,Upper middle income,30.58
Croatia,,High income: non-OECD,30.6
Finland,5.16478,High income: OECD,30.6
Germany,81.206786,High income: OECD,30.6
Ireland,4.040986,High income: OECD,30.6
"Korea, Republic of",28.702077,High income: OECD,30.6
"Korea, Republic of",38.665964,High income: OECD,30.6
"Korea, Republic of",47.901643,High income: OECD,30.6
Poland,,High income: OECD,30.6
Slovakia,3.899751,High income: OECD,30.6
Slovenia,1.988166,High income: OECD,30.6
Slovenia,1.988652,High income: OECD,30.6
India,997.81725,Lower middle income,30.6
Pakistan,56.559367,Lower middle income,30.6
Pakistan,125.697651,Lower middle income,30.6
Pakistan,173.669648,Lower middle income,30.6
Uzbekistan,19.62469,Lower middle income,30.6
Albania,3.082172,Upper middle income,30.6
Romania,22.965125,Upper middle income,30.6
Yugoslavia,,,30.6
Belgium,10.492643,High income: OECD,30.63
Moldova,4.077811,Lower middle income,30.63
Pakistan,181.192646,Lower middle income,30.69
Singapore,2.880188,High income: non-OECD,30.7
Taiwan,22.917444,High income: non-OECD,30.7
Australia,11.880264,High income: OECD,30.7
Denmark,5.129472,High income: OECD,30.7
Denmark,5.140332,High income: OECD,30.7
Germany,82.010184,High income: OECD,30.7
Germany,81.895925,High income: OECD,30.7
Germany,80.646262,High income: OECD,30.7
Ireland,4.617334,High income: OECD,30.7
"Korea, Republic of",49.608451,High income: OECD,30.7
Norway,3.875719,High income: OECD,30.7
Poland,38.618698,High income: OECD,30.7
Slovenia,1.988077,High income: OECD,30.7
Slovenia,1.987855,High income: OECD,30.7
Slovenia,2.005566,High income: OECD,30.7
Spain,45.209538,High income: OECD,30.7
Sweden,8.323466,High income: OECD,30.7
Switzerland,7.737316,High income: OECD,30.7
Bangladesh,95.550798,Lower middle income,30.7
India,473.660457,Lower middle income,30.7
India,593.451889,Lower middle income,30.7
Indonesia,115.437518,Lower middle income,30.7
Pakistan,59.690467,Lower middle income,30.7
China,725.236164,Upper middle income,30.7
China,1172.327831,Upper middle income,30.7
Turkmenistan,3.572311,Upper middle income,30.7
Armenia,2.975029,Lower middle income,30.71
Bulgaria,8.653527,Upper middle income,30.71
Netherlands,16.253397,High income: OECD,30.74
Netherlands,16.401105,High income: OECD,30.76
Cambodia,14.832255,Low income,30.76
Tajikistan,8.29584,Lower middle income,30.76
Tajikistan,7.41496,Lower middle income,30.77
Barbados,0.250035,High income: non-OECD,30.8
Taiwan,20.503568,High income: non-OECD,30.8
Taiwan,23.34467,High income: non-OECD,30.8
Australia,10.106834,High income: OECD,30.8
Australia,12.101641,High income: OECD,30.8
Australia,13.150591,High income: OECD,30.8
Australia,18.12477,High income: OECD,30.8
Austria,8.423559,High income: OECD,30.8
Belgium,10.091889,High income: OECD,30.8
Canada,18.368701,High income: OECD,30.8
France,62.680418,High income: OECD,30.8
France,65.199104,High income: OECD,30.8
Germany,80.07594,High income: OECD,30.8
Germany,80.675999,High income: OECD,30.8
Germany,81.96583,High income: OECD,30.8
Ireland,4.675164,High income: OECD,30.8
Japan,126.773081,High income: OECD,30.8
Latvia,2.458305,High income: OECD,30.8
Poland,38.619974,High income: OECD,30.8
Spain,39.192055,High income: OECD,30.8
Spain,39.192055,High income: OECD,30.8
India,607.446519,Lower middle income,30.8
Indonesia,162.192254,Lower middle income,30.8
Indonesia,208.644079,Lower middle income,30.8
Kyrgyzstan,4.394502,Lower middle income,30.8
Tajikistan,5.148306,Lower middle income,30.8
Azerbaijan,7.046429,Upper middle income,30.8
Belarus,10.126941,Upper middle income,30.8
"Macedonia, former Yugoslav Republic of",1.984242,Upper middle income,30.8
"Macedonia, former Yugoslav Republic of",1.999362,Upper middle income,30.8
"Macedonia, former Yugoslav Republic of",2.051427,Upper middle income,30.8
Turkmenistan,3.668,Upper middle income,30.8
Sao Tome and Principe,0.17088,Lower middle income,30.82
Montenegro,0.622957,Upper middle income,30.82
Slovenia,1.988304,High income: OECD,30.87
Barbados,0.252197,High income: non-OECD,30.9
Croatia,4.287015,High income: non-OECD,30.9
Croatia,4.271497,High income: non-OECD,30.9
Lithuania,3.574014,High income: non-OECD,30.9
Lithuania,3.376761,High income: non-OECD,30.9
Australia,10.327479,High income: OECD,30.9
Australia,10.561457,High income: OECD,30.9
Australia,10.803588,High income: OECD,30.9
Australia,12.335469,High income: OECD,30.9
Australia,16.047026,High income: OECD,30.9
Australia,17.096869,High income: OECD,30.9
Australia,18.12477,High income: OECD,30.9
Australia,19.514385,High income: OECD,30.9
Canada,30.145148,High income: OECD,30.9
Canada,30.420216,High income: OECD,30.9
Estonia,1.339941,High income: OECD,30.9
Finland,4.5813,High income: OECD,30.9
Finland,4.623389,High income: OECD,30.9
France,65.199104,High income: OECD,30.9
Italy,56.956635,High income: OECD,30.9
"Korea, Republic of",38.665964,High income: OECD,30.9
Luxembourg,0.507889,High income: OECD,30.9
New Zealand,4.369027,High income: OECD,30.9
Norway,4.199817,High income: OECD,30.9
Poland,38.609486,High income: OECD,30.9
Spain,45.209538,High income: OECD,30.9
Switzerland,7.113505,High income: OECD,30.9
Switzerland,7.242034,High income: OECD,30.9
United Kingdom,56.415196,High income: OECD,30.9
India,650.907559,Lower middle income,30.9
Indonesia,151.559397,Lower middle income,30.9
China,764.901679,Upper middle income,30.9
Iraq,28.423538,Upper middle income,30.9
Kazakhstan,15.755242,Upper middle income,30.9
"Macedonia, former Yugoslav Republic of",2.042894,Upper middle income,30.9
Ireland,4.480145,High income: OECD,30.91
Hungary,10.141471,High income: OECD,30.93
Pakistan,173.669648,Lower middle income,30.93
Luxembourg,0.465546,High income: OECD,30.96
Latvia,2.487988,High income: OECD,30.98
Barbados,0.247444,High income: non-OECD,31
Cyprus,0.863945,High income: non-OECD,31
Australia,12.90476,High income: OECD,31
Australia,19.107251,High income: OECD,31
Canada,22.823272,High income: OECD,31
Canada,24.257594,High income: OECD,31
Denmark,5.079962,High income: OECD,31
Denmark,5.124807,High income: OECD,31
Estonia,1.433076,High income: OECD,31
Germany,81.809438,High income: OECD,31
Israel,4.148764,High income: OECD,31
Italy,56.626403,High income: OECD,31
Italy,57.044614,High income: OECD,31
Italy,57.01094,High income: OECD,31
Japan,88.211702,High income: OECD,31
"Korea, Republic of",32.087884,High income: OECD,31
"Korea, Republic of",49.090041,High income: OECD,31
Latvia,2.487988,High income: OECD,31
Poland,38.195258,High income: OECD,31
Poland,38.485892,High income: OECD,31
Portugal,9.890319,High income: OECD,31
Slovenia,1.988287,High income: OECD,31
Spain,37.704867,High income: OECD,31
Spain,41.815486,High income: OECD,31
Spain,41.815486,High income: OECD,31
Spain,42.475265,High income: OECD,31
Spain,43.167276,High income: OECD,31
Switzerland,7.165581,High income: OECD,31
United Kingdom,56.220089,High income: OECD,31
United Kingdom,59.080221,High income: OECD,31
United States,227.411604,High income: OECD,31
